RegID,CatID,Cat,Venue,Laps,Course,Grade,Rank,Lap1,Lap2,Lap3,LapAvg,Final,T0
100394471,301,Novice 10-12th Grade Male,Merrell,3,Beginner,11,10,1173.05,1267.12,1221.02,1221.23,3663.7,43291.49
100559933,301,Novice 10-12th Grade Male,Merrell,3,Beginner,10,11,1217.42,1314.44,1372.97,1302.69,3908.07,43291.49
100512137,301,Novice 10-12th Grade Male,Merrell,3,Beginner,10,12,1251.69,1348.38,1379.72,1327.75,3983.26,43291.49
100566869,301,Novice 10-12th Grade Male,Merrell,3,Beginner,12,13,1260.59,1360.29,1372.48,1332.22,3996.66,43291.49
100461240,301,Novice 10-12th Grade Male,Merrell,3,Beginner,11,14,1232.56,1370.8,1402.22,1336.01,4008.03,43291.49
100577588,301,Novice 10-12th Grade Male,Merrell,3,Beginner,10,15,1287.55,1415.49,1382.79,1362.58,4087.74,43291.49
100488924,301,Novice 10-12th Grade Male,Merrell,3,Beginner,11,16,1209.4,1365.97,1699.51,1425.68,4277.06,43291.49
100572562,301,Novice 10-12th Grade Male,Merrell,3,Beginner,11,17,1302.9,1431.08,1545.81,1427.37,4282.12,43291.49
100554581,301,Novice 10-12th Grade Male,Merrell,3,Beginner,10,18,1397.21,1497.2,1545.22,1481.13,4443.4,43291.49
100458193,302,Novice 9th Grade Male,Merrell,3,Beginner,9,-1,1651.16,2048.35,,1851.57,3703.14,43555.93
100489422,302,Novice 9th Grade Male,Merrell,3,Beginner,9,1,1023.83,1072.54,1060.3,1052.73,3158.19,43555.93
100395144,302,Novice 9th Grade Male,Merrell,3,Beginner,9,2,1042.93,1090.89,1093.16,1076.18,3228.56,43555.93
100526808,302,Novice 9th Grade Male,Merrell,3,Beginner,9,3,1095.69,1151.22,1151.27,1133.57,3400.73,43555.93
100512965,302,Novice 9th Grade Male,Merrell,3,Beginner,9,4,1123.51,1193.36,1159.92,1160.34,3481.03,43555.93
100395143,302,Novice 9th Grade Male,Merrell,3,Beginner,9,5,1128.22,1204.57,1146.84,1160.42,3481.27,43555.93
100421419,302,Novice 9th Grade Male,Merrell,3,Beginner,9,6,1136.57,1223.51,1163.97,1175.22,3525.66,43555.93
100539996,302,Novice 9th Grade Male,Merrell,3,Beginner,9,7,1201.47,1202.41,1120.56,1175.65,3526.97,43555.93
100393699,302,Novice 9th Grade Male,Merrell,3,Beginner,9,8,1154.31,1237.34,1167.16,1187.77,3563.33,43555.93
100521841,302,Novice 9th Grade Male,Merrell,3,Beginner,9,9,1169.22,1278.73,1284.98,1245.7,3737.12,43555.93
100581093,302,Novice 9th Grade Male,Merrell,3,Beginner,9,10,1175.97,1291.41,1273.8,1248.17,3744.53,43555.93
100495078,302,Novice 9th Grade Male,Merrell,3,Beginner,9,11,1197.22,1350.17,1281.26,1276.77,3830.31,43555.93
100464787,302,Novice 9th Grade Male,Merrell,3,Beginner,9,12,1247.81,1309.97,1279.78,1280.17,3840.53,43555.93
100395154,302,Novice 9th Grade Male,Merrell,3,Beginner,9,13,1252.05,1282.43,1313.88,1283.71,3851.13,43555.93
100554811,302,Novice 9th Grade Male,Merrell,3,Beginner,9,14,1187.12,1339.81,1354.08,1295.14,3885.42,43555.93
100579205,302,Novice 9th Grade Male,Merrell,3,Beginner,9,15,1257.72,1381.04,1280.93,1307.77,3923.32,43555.93
100553864,302,Novice 9th Grade Male,Merrell,3,Beginner,9,16,1248.32,1364.23,1449.33,1355.61,4066.85,43555.93
100456612,302,Novice 9th Grade Male,Merrell,3,Beginner,9,17,1283.13,1405.72,1415.23,1368.84,4106.54,43555.93
100512834,302,Novice 9th Grade Male,Merrell,3,Beginner,9,18,1316.67,1444.32,1445.25,1403.09,4209.27,43555.93
100577123,302,Novice 9th Grade Male,Merrell,3,Beginner,9,19,1329.7,1431.78,1465.6,1410.65,4231.95,43555.93
100576647,302,Novice 9th Grade Male,Merrell,3,Beginner,9,20,1295.22,1560.95,1485.24,1448.48,4345.44,43555.93
100461390,302,Novice 9th Grade Male,Merrell,3,Beginner,9,21,1388.46,1481.1,1546.55,1473.11,4419.34,43555.93
100578693,302,Novice 9th Grade Male,Merrell,3,Beginner,9,22,1355.62,1617.95,1483.48,1487.02,4461.06,43555.93
100395046,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,1,1156.12,1213.05,1217.87,1196.32,3588.96,46724.45
100395059,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,2,1148.67,1213.78,1226.73,1197.04,3591.14,46724.45
100532405,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,3,1266.7,1385.75,1301.22,1318.44,3955.32,46724.45
100395039,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,4,1267.15,1365.87,1323.67,1319.42,3958.26,46724.45
100569853,401,Novice 9-12th Grade Female,Merrell,3,Beginner,11,5,1286.04,1393.24,1403.17,1361.89,4085.67,46724.45
100559729,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,6,1260.3,1404.31,1445.69,1371.06,4113.18,46724.45
100524937,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,7,1404.92,1450.01,1501.38,1452.7,4358.11,46724.45
100394316,401,Novice 9-12th Grade Female,Merrell,3,Beginner,10,8,1393.36,1466.07,1669.76,1510.72,4532.16,46724.45
100554451,401,Novice 9-12th Grade Female,Merrell,3,Beginner,9,9,1449.36,1496.89,1644.94,1531.37,4594.11,46724.45
100555812,401,Novice 9-12th Grade Female,Merrell,3,Beginner,12,10,1482.76,1537.04,1605.63,1542.84,4628.52,46724.45
100482504,401,Novice 9-12th Grade Female,Merrell,3,Beginner,12,11,1629.57,1881.25,1830.83,1781.28,5343.86,46724.45
100395025,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,-1,,,,,,47141.65
100395021,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,1,1077.57,1133.36,1116.78,1109.64,3328.94,47141.65
100404982,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,2,1103.9,1145.6,1164.27,1138.4,3415.21,47141.65
100401843,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,3,1127.49,1169.18,1156.95,1151.9,3455.72,47141.65
100395007,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,4,1127.56,1171.85,1160.14,1154.31,3462.93,47141.65
100435698,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,7,5,1112.3,1193.64,1161.9,1156.98,3470.95,47141.65
100432140,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,7,6,1132.02,1202.67,1168.49,1168.5,3505.5,47141.65
100399291,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,7,1113.24,1170.65,1233.64,1172.93,3518.81,47141.65
100472150,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,8,1135.73,1255.67,1222.16,1205.26,3615.8,47141.65
100394004,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,9,1187.57,1231.8,1261.02,1227.15,3681.47,47141.65
100406983,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,10,1209.27,1286.27,1291.61,1263.55,3790.65,47141.65
100393991,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,11,1273.82,1263.25,1277.61,1272.37,3817.13,47141.65
100431631,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,12,1257.27,1264.57,1305.32,1276.73,3830.19,47141.65
100462294,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,13,1249.72,1275.14,1303.12,1277.01,3831.03,47141.65
100394009,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,7,14,1183.7,1389.91,1289.36,1288.64,3865.93,47141.65
100432536,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,15,1246.33,1343.32,1326.46,1306.72,3920.17,47141.65
100393995,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,16,1276.33,1350.63,1390.03,1339.74,4019.24,47141.65
100402036,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,17,1320.7,1325.01,1385.46,1344.39,4033.17,47141.65
100463610,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,18,1301.29,1390.76,1400.25,1365.32,4095.96,47141.65
100576439,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,7,19,1322.43,1325.83,1478.6,1377.5,4132.5,47141.65
100393989,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,20,1372.97,1391.71,1388.37,1385.67,4157.01,47141.65
100402037,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,21,1348.03,1426.33,1460.51,1412.4,4237.22,47141.65
100393990,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,22,1335.93,1442.23,1476.26,1419.55,4258.67,47141.65
100430662,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,8,23,1435.71,1560.87,1453.24,1484.79,4454.37,47141.65
100486984,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,24,1405.87,1558.22,1550.98,1506.74,4520.24,47141.65
100518598,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,25,1424.81,1563.31,1549.9,1514.37,4543.13,47141.65
100393673,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,6,26,1465.38,1526.11,1600.22,1532.31,4596.95,47141.65
100443121,402,Intermediate 6-8th Grade Female,Merrell,3,Beginner,7,27,1481.98,1539.37,1644.1,1556.62,4669.87,47141.65
100552674,403,Novice 6-8th Grade Female,Merrell,2,Beginner,8,1,1271.67,1322.58,,1298.89,2597.79,47419.28
100553681,403,Novice 6-8th Grade Female,Merrell,2,Beginner,8,2,1383.03,1416.79,,1401.29,2802.58,47419.28
100556209,403,Novice 6-8th Grade Female,Merrell,2,Beginner,8,3,1410.19,1406.9,,1409.83,2819.67,47419.28
100559732,403,Novice 6-8th Grade Female,Merrell,2,Beginner,8,4,1411.97,1529.62,,1471.71,2943.42,47419.28
100511287,403,Novice 6-8th Grade Female,Merrell,2,Beginner,6,5,1410.36,1531.5,,1471.84,2943.68,47419.28
100553684,403,Novice 6-8th Grade Female,Merrell,2,Beginner,7,6,1417.37,1534.29,,1477.06,2954.13,47419.28
100552576,403,Novice 6-8th Grade Female,Merrell,2,Beginner,7,7,1678.21,1760.19,,1720.94,3441.88,47419.28
100553282,403,Novice 6-8th Grade Female,Merrell,2,Beginner,7,8,1669.89,1832.89,,1752.73,3505.47,47419.28
100470715,403,Novice 6-8th Grade Female,Merrell,2,Beginner,6,9,1836.02,1956.86,,1897.51,3795.03,47419.28
100536091,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,1,985.43,1070.02,1068.29,1042.11,3126.34,50399.83
100511774,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,2,1011.19,1110.76,1089.17,1070.78,3212.36,50399.83
100405571,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,3,1014.96,1106.59,1105.28,1076.03,3228.11,50399.83
100408620,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,4,1046.93,1120.44,1106.16,1091.62,3274.87,50399.83
100395120,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,5,1058.41,1147.84,1084.91,1097.85,3293.57,50399.83
100464004,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,6,1060.03,1148.99,1102.7,1104.31,3312.95,50399.83
100506210,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,7,1059.21,1157.38,1128.13,1115.85,3347.57,50399.83
100393689,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,8,1051.71,1160.59,1133.12,1116.28,3348.86,50399.83
100489091,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,9,1043.37,1168.39,1139.35,1118.23,3354.7,50399.83
100394836,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,10,1086.45,1159.89,1130.05,1126.42,3379.26,50399.83
100509821,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,11,1045.73,1166.89,1234.68,1149.89,3449.69,50399.83
100466244,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,12,1094.16,1191.01,1188.27,1158.58,3475.76,50399.83
100456839,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,13,1121.56,1202.73,1170.36,1165.93,3497.81,50399.83
100406526,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,14,1103.09,1216.3,1189.98,1170.91,3512.74,50399.83
100395084,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,15,1089.85,1232.94,1193.21,1172.82,3518.48,50399.83
100566028,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,16,1132.83,1192.42,1189.44,1173.25,3519.75,50399.83
100495107,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,17,1154.65,1188.81,1187.85,1178.14,3534.42,50399.83
100394165,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,18,1096.01,1226.19,1212.71,1179.89,3539.67,50399.83
100560199,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,19,1176.75,1230.25,1235.17,1215.56,3646.69,50399.83
100403636,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,20,1175.04,1245.27,1252.75,1225.53,3676.6,50399.83
100394118,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,21,1175.51,1316.39,1320.72,1272.09,3816.27,50399.83
100394125,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,7,22,1235.16,1303.57,1311.95,1285.02,3855.06,50399.83
100519404,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,23,1194.78,1381.38,1393.49,1324.07,3972.23,50399.83
100520500,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,24,1253.45,1405.62,1312.68,1325.38,3976.14,50399.83
100393696,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,25,1255.06,1393.01,1388.97,1346.29,4038.88,50399.83
100462885,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,26,1326.36,1319.34,1402.02,1350.47,4051.42,50399.83
100560536,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,27,1323.97,1391.53,1377.09,1365.63,4096.89,50399.83
100463544,501,Intermediate 7-8th Grade Male,Merrell,3,Beginner,8,28,1335.36,1387.55,1438.54,1388.86,4166.6,50399.83
100394107,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,1,1051.98,1080.95,1077.69,1070.85,3212.55,50710.1
100394094,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,2,1081.32,1066.51,1065.5,1071.38,3214.15,50710.1
100394082,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,3,1052.68,1104.76,1126.91,1095.14,3285.44,50710.1
100462720,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,4,1059.21,1129.37,1119.12,1102.96,3308.9,50710.1
100506785,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,5,1059.53,1140.93,1150.81,1117.78,3353.34,50710.1
100487514,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,6,1055.68,1132.86,1177.93,1122.75,3368.25,50710.1
100401924,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,7,1097.82,1168.33,1167.64,1145.32,3435.96,50710.1
100464786,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,8,1117.42,1147.68,1175.47,1147.26,3441.78,50710.1
100394083,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,9,1156.18,1219.66,1259.87,1212.65,3637.96,50710.1
100465005,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,10,1186.77,1246.66,1227.72,1221.47,3664.42,50710.1
100394084,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,11,1179.23,1276.3,1208.75,1222.05,3666.15,50710.1
100394072,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,12,1156.42,1261.23,1262.26,1227.2,3681.62,50710.1
100394103,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,13,1184.26,1257.7,1280.92,1241.91,3725.75,50710.1
100468391,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,14,1200.01,1264.68,1273.05,1246.92,3740.76,50710.1
100394101,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,15,1205.03,1256.01,1298.45,1254.81,3764.45,50710.1
100465006,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,16,1240.28,1316.34,1332.86,1297.74,3893.22,50710.1
100488393,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,17,1281.75,1360.59,1466.64,1370.93,4112.81,50710.1
100538102,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,18,1361.57,1393.03,1414.38,1390.86,4172.6,50710.1
100432866,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,19,1291.03,1476.79,1413.49,1395.15,4185.45,50710.1
100516407,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,20,1326.84,1459.33,1403.5,1397.69,4193.09,50710.1
100394051,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,21,1280.5,1472.48,1503.98,1420.59,4261.79,50710.1
100520505,502,Intermediate 6th Grade Male,Merrell,3,Beginner,6,22,1451.86,1570.97,1570.52,1532.51,4597.54,50710.1
0,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,1,1069.43,1115.92,,1095.05,2190.1,51062.12
100568191,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,2,1093.08,1141.71,,1119.35,2238.7,51062.12
100538502,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,3,1157.98,1175.68,,1167.6,2335.21,51062.12
100506580,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,4,1154.72,1189.56,,1173.17,2346.34,51062.12
100574949,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,5,1186.92,1166.05,,1178.35,2356.7,51062.12
100565794,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,6,1205.14,1149.01,,1179.46,2358.93,51062.12
100470165,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,7,1151.42,1203.65,,1179.95,2359.91,51062.12
100571641,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,8,1209.05,1251.22,,1231.76,2463.53,51062.12
100568190,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,9,1183.34,1280.99,,1234.13,2468.27,51062.12
100555223,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,10,1246.36,1253.15,,1252.37,2504.74,51062.12
100576236,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,11,1251.43,1286.22,,1270.28,2540.57,51062.12
100553295,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,12,1242.73,1299.93,,1274.6,2549.2,51062.12
100513761,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,13,1282.41,1331.83,,1308.41,2616.82,51062.12
100557207,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,14,1290.4,1336.66,,1315.79,2631.59,51062.12
100463968,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,15,1271.16,1362.82,,1317.78,2635.57,51062.12
100552564,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,16,1287.03,1349.71,,1321.32,2642.65,51062.12
100578163,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,17,1314.56,1333.52,,1325.28,2650.57,51062.12
100507057,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,18,1354.79,1338.39,,1349.74,2699.49,51062.12
100554807,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,19,1342.13,1364.2,,1355.79,2711.58,51062.12
100576345,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,20,1343.7,1369.71,,1358.52,2717.04,51062.12
100486489,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,21,1347.06,1471.85,,1410.62,2821.25,51062.12
100511683,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,22,1388.35,1452.46,,1420.95,2841.9,51062.12
100552553,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,23,1403.4,1465.57,,1437.39,2874.78,51062.12
100552559,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,24,1459.49,1523.13,,1494.73,2989.46,51062.12
100576571,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,25,1476.55,1547.84,,1514.28,3028.56,51062.12
100401832,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,26,1447.39,1612.5,,1530.75,3061.51,51062.12
100478767,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,27,1510.6,1740.17,,1626.77,3253.54,51062.12
100554801,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,28,1524.78,1737.43,,1633.67,3267.35,51062.12
100516466,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,29,1662.72,1881.71,,1773.69,3547.39,51062.12
100553393,503,Novice 7-8th Grade Male,Merrell,2,Beginner,8,30,1747.85,1858.67,,1806.19,3612.38,51062.12
100578291,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,31,1562.15,2436.83,,2001.16,4002.33,51062.12
100576186,503,Novice 7-8th Grade Male,Merrell,2,Beginner,7,32,2017.3,1996.07,,2008.89,4017.79,51062.12
100566256,504,Novice 6th Grade Male,Merrell,2,Beginner,6,1,1169.68,1194.32,,1183.31,2366.63,51300.14
100573082,504,Novice 6th Grade Male,Merrell,2,Beginner,6,2,1175.38,1202.45,,1189.49,2378.99,51300.14
100576991,504,Novice 6th Grade Male,Merrell,2,Beginner,6,3,1201.32,1228.89,,1216.03,2432.07,51300.14
100535364,504,Novice 6th Grade Male,Merrell,2,Beginner,6,4,1232.24,1269.93,,1251.8,2503.61,51300.14
100557969,504,Novice 6th Grade Male,Merrell,2,Beginner,6,5,1244.75,1297.63,,1272.42,2544.84,51300.14
100554795,504,Novice 6th Grade Male,Merrell,2,Beginner,6,6,1254.46,1294.82,,1276.41,2552.83,51300.14
100563143,504,Novice 6th Grade Male,Merrell,2,Beginner,6,7,1338.95,1326.27,,1333.99,2667.98,51300.14
100577253,504,Novice 6th Grade Male,Merrell,2,Beginner,6,8,1304.59,1450.45,,1378.32,2756.65,51300.14
100564279,504,Novice 6th Grade Male,Merrell,2,Beginner,6,9,1389.77,1367.62,,1379.8,2759.6,51300.14
100554828,504,Novice 6th Grade Male,Merrell,2,Beginner,6,10,1379.17,1381.68,,1382.46,2764.92,51300.14
100554829,504,Novice 6th Grade Male,Merrell,2,Beginner,6,11,1432.85,1374.74,,1405.44,2810.88,51300.14
100471656,504,Novice 6th Grade Male,Merrell,2,Beginner,6,12,1487.88,1512.42,,1502.35,3004.7,51300.14
100541563,504,Novice 6th Grade Male,Merrell,2,Beginner,6,13,1484.37,1517.09,,1502.56,3005.12,51300.14
100554141,504,Novice 6th Grade Male,Merrell,2,Beginner,6,14,1498.47,1529.67,,1515.85,3031.7,51300.14
100575016,504,Novice 6th Grade Male,Merrell,2,Beginner,6,15,1596.94,1544.74,,1571.7,3143.4,51300.14
100454590,504,Novice 6th Grade Male,Merrell,2,Beginner,6,16,1422.21,2108.57,,1766.26,3532.52,51300.14
100470717,504,Novice 6th Grade Male,Merrell,2,Beginner,6,17,1718.68,1864.37,,1792.86,3585.73,51300.14
100553173,504,Novice 6th Grade Male,Merrell,2,Beginner,6,18,1822.97,1897.42,,1862.19,3724.39,51300.14
100561478,504,Novice 6th Grade Male,Merrell,2,Beginner,6,19,1664.3,2097.6,,1882.24,3764.49,51300.14
100399998,601,Advanced Elementary Male,Merrell,3,Beginner,5,-1,1230.97,1528.46,,1380.96,2761.93,50421.43
100394039,601,Advanced Elementary Male,Merrell,3,Beginner,4,1,1103.4,1131.5,1096.84,1111.34,3334.02,50421.43
100466876,601,Advanced Elementary Male,Merrell,3,Beginner,5,2,1104.29,1135.14,1119.95,1120.17,3360.51,50421.43
100423970,601,Advanced Elementary Male,Merrell,3,Beginner,5,3,1103,1166.73,1175.81,1149.31,3447.95,50421.43
100394169,601,Advanced Elementary Male,Merrell,3,Beginner,4,4,1103.07,1162.89,1185.61,1151.41,3454.24,50421.43
100535650,601,Advanced Elementary Male,Merrell,3,Beginner,4,5,1102.24,1164.14,1188.39,1152.06,3456.18,50421.43
100405952,601,Advanced Elementary Male,Merrell,3,Beginner,4,6,1104.05,1168.58,1211.71,1161.85,3485.57,50421.43
100405513,601,Advanced Elementary Male,Merrell,3,Beginner,5,7,1167.97,1255.33,1283.76,1236.05,3708.17,50421.43
100484169,601,Advanced Elementary Male,Merrell,3,Beginner,5,8,1221.04,1335.14,1324.41,1294.23,3882.71,50421.43
100403056,601,Advanced Elementary Male,Merrell,3,Beginner,5,9,1233.01,1344.79,1321.78,1300.33,3900.99,50421.43
100469136,701,Advanced Elementary Female,Merrell,3,Beginner,5,1,1212.4,1180.83,1224.34,1206.65,3619.96,53342.28
100395004,701,Advanced Elementary Female,Merrell,3,Beginner,4,2,1212.41,1184.94,1221.36,1206.72,3620.17,53342.28
100393968,701,Advanced Elementary Female,Merrell,3,Beginner,5,3,1189.58,1193.69,1250.05,1211.59,3634.77,53342.28
